species	ind	date	jday	julian	total	new	senesced
luzonicum_danfeng	luz12	2014-01-02	2	14002	24	0	5
luzonicum_danfeng	luz12	2014-01-09	9	14009	24	0	0
luzonicum_danfeng	luz12	2014-01-16	16	14016	24	0	0
luzonicum_danfeng	luz12	2014-01-23	23	14023	19	0	5
luzonicum_danfeng	luz12	2014-01-30	30	14030	19	0	0
luzonicum_danfeng	luz12	2014-02-06	37	14037	19	0	0
luzonicum_danfeng	luz12	2014-02-13	44	14044	19	0	0
luzonicum_danfeng	luz12	2014-02-20	51	14051	52	33	0
luzonicum_danfeng	luz12	2014-02-27	58	14058	52	0	0
luzonicum_danfeng	luz12	2014-03-06	65	14065	54	2	0
luzonicum_danfeng	luz12	2014-03-13	72	14072	44	0	10
luzonicum_danfeng	luz12	2014-03-20	79	14079	44	0	0
luzonicum_danfeng	luz12	2014-03-27	86	14086	46	2	0
luzonicum_danfeng	luz12	2014-04-03	93	14093	54	8	0
luzonicum_danfeng	luz12	2014-04-10	100	14100	58	4	0
luzonicum_danfeng	luz12	2014-04-17	107	14107	58	0	0
luzonicum_danfeng	luz12	2014-04-24	114	14114	58	0	0
luzonicum_danfeng	luz12	2014-05-01	121	14121	56	0	2
luzonicum_danfeng	luz12	2014-05-08	128	14128	56	0	0
luzonicum_danfeng	luz12	2014-05-15	135	14135	62	6	0
luzonicum_danfeng	luz12	2014-05-22	142	14142	68	6	0
luzonicum_danfeng	luz12	2014-05-29	149	14149	78	10	0
luzonicum_danfeng	luz12	2014-06-05	156	14156	94	16	0
luzonicum_danfeng	luz12	2014-06-12	163	14163	98	4	0
luzonicum_danfeng	luz12	2014-06-19	170	14170	102	4	0
luzonicum_danfeng	luz12	2014-06-26	177	14177	102	0	0
luzonicum_danfeng	luz12	2014-07-03	184	14184	110	8	0
luzonicum_danfeng	luz12	2014-07-10	191	14191	103	0	7
luzonicum_danfeng	luz12	2014-07-17	198	14198	103	0	0
luzonicum_danfeng	luz12	2014-07-24	205	14205	112	9	0
luzonicum_danfeng	luz12	2014-07-31	212	14212	112	0	0
luzonicum_danfeng	luz12	2014-08-07	219	14219	97	0	15
luzonicum_danfeng	luz12	2014-08-14	226	14226	113	16	0
luzonicum_danfeng	luz12	2014-08-21	233	14233	132	19	0
luzonicum_danfeng	luz12	2014-08-28	240	14240	121	0	11
luzonicum_danfeng	luz12	2014-09-04	247	14247	121	0	0
luzonicum_danfeng	luz12	2014-09-11	254	14254	115	0	6
luzonicum_danfeng	luz12	2014-09-18	261	14261	93	0	22
luzonicum_danfeng	luz12	2014-09-25	268	14268	93	0	0
luzonicum_danfeng	luz12	2014-10-02	275	14275	85	0	8
luzonicum_danfeng	luz12	2014-10-09	282	14282	80	0	5
luzonicum_danfeng	luz12	2014-10-16	289	14289	78	0	2
luzonicum_danfeng	luz12	2014-10-23	296	14296	75	0	3
luzonicum_danfeng	luz12	2014-10-30	303	14303	75	0	0
luzonicum_danfeng	luz12	2014-11-06	310	14310	75	0	0
luzonicum_danfeng	luz12	2014-11-13	317	14317	67	0	8
luzonicum_danfeng	luz12	2014-11-20	324	14324	67	0	0
luzonicum_danfeng	luz12	2014-11-27	331	14331	62	0	5
luzonicum_danfeng	luz12	2014-12-04	338	14338	62	0	0
luzonicum_danfeng	luz12	2014-12-11	345	14345	51	0	11
luzonicum_danfeng	luz12	2014-12-18	352	14352	51	0	0
luzonicum_danfeng	luz12	2014-12-25	359	14359	36	0	15
luzonicum_danfeng	luz12	2015-01-01	1	15001	25	0	11
luzonicum_danfeng	luz13	2013-05-30	150	13150	35	0	0
luzonicum_danfeng	luz13	2013-06-06	157	13157	35	0	0
luzonicum_danfeng	luz13	2013-06-13	164	13164	35	0	0
luzonicum_danfeng	luz13	2013-06-20	171	13171	33	0	2
luzonicum_danfeng	luz13	2013-06-27	178	13178	33	0	0
luzonicum_danfeng	luz13	2013-07-04	185	13185	33	0	0
luzonicum_danfeng	luz13	2013-07-11	192	13192	35	2	0
luzonicum_danfeng	luz13	2013-07-18	199	13199	35	0	0
luzonicum_danfeng	luz13	2013-07-25	206	13206	35	0	0
luzonicum_danfeng	luz13	2013-08-01	213	13213	49	14	0
luzonicum_danfeng	luz13	2013-08-08	220	13220	49	0	0
luzonicum_danfeng	luz13	2013-08-15	227	13227	49	0	0
luzonicum_danfeng	luz13	2013-08-22	234	13234	49	0	0
luzonicum_danfeng	luz13	2013-08-29	241	13241	48	0	1
luzonicum_danfeng	luz13	2013-09-05	248	13248	48	0	0
luzonicum_danfeng	luz13	2013-09-12	255	13255	0	0	48
luzonicum_danfeng	luz14	2013-05-30	150	13150	33	0	0
luzonicum_danfeng	luz14	2013-06-06	157	13157	33	0	0
luzonicum_danfeng	luz14	2013-06-13	164	13164	33	0	0
luzonicum_danfeng	luz14	2013-06-20	171	13171	41	8	0
luzonicum_danfeng	luz14	2013-06-27	178	13178	41	0	0
luzonicum_danfeng	luz14	2013-07-04	185	13185	41	0	0
luzonicum_danfeng	luz14	2013-07-11	192	13192	46	5	0
luzonicum_danfeng	luz14	2013-07-18	199	13199	46	0	0
luzonicum_danfeng	luz14	2013-07-25	206	13206	46	0	0
luzonicum_danfeng	luz14	2013-08-01	213	13213	47	1	0
luzonicum_danfeng	luz14	2013-08-08	220	13220	47	0	0
luzonicum_danfeng	luz14	2013-08-15	227	13227	47	0	0
luzonicum_danfeng	luz14	2013-08-22	234	13234	47	0	0
luzonicum_danfeng	luz14	2013-08-29	241	13241	38	0	9
luzonicum_danfeng	luz14	2013-09-05	248	13248	38	0	0
luzonicum_danfeng	luz14	2013-09-12	255	13255	0	0	38
luzonicum_danfeng	luz15	2013-05-30	150	13150	32	0	0
luzonicum_danfeng	luz15	2013-06-06	157	13157	32	0	0
luzonicum_danfeng	luz15	2013-06-13	164	13164	32	0	0
luzonicum_danfeng	luz15	2013-06-20	171	13171	29	0	3
luzonicum_danfeng	luz15	2013-06-27	178	13178	25	0	4
luzonicum_danfeng	luz15	2013-07-04	185	13185	25	0	0
luzonicum_danfeng	luz15	2013-07-11	192	13192	38	13	0
luzonicum_danfeng	luz15	2013-07-18	199	13199	38	0	0
luzonicum_danfeng	luz15	2013-07-25	206	13206	38	0	0
luzonicum_danfeng	luz15	2013-08-01	213	13213	26	0	12
luzonicum_danfeng	luz15	2013-08-08	220	13220	26	0	0
luzonicum_danfeng	luz15	2013-08-15	227	13227	26	0	0
luzonicum_danfeng	luz15	2013-08-22	234	13234	26	0	0
luzonicum_danfeng	luz15	2013-08-29	241	13241	26	0	0
luzonicum_danfeng	luz15	2013-09-05	248	13248	26	0	0
luzonicum_danfeng	luz15	2013-09-12	255	13255	26	0	0
luzonicum_danfeng	luz15	2013-09-19	262	13262	27	1	0
luzonicum_danfeng	luz15	2013-09-26	269	13269	27	0	0
luzonicum_danfeng	luz15	2013-10-03	276	13276	25	0	2
luzonicum_danfeng	luz15	2013-10-10	283	13283	25	0	0
luzonicum_danfeng	luz15	2013-10-17	290	13290	25	0	0
luzonicum_danfeng	luz15	2013-10-24	297	13297	25	0	0
luzonicum_danfeng	luz15	2013-10-31	304	13304	23	0	2
luzonicum_danfeng	luz15	2013-11-07	311	13311	23	0	0
luzonicum_danfeng	luz15	2013-11-14	318	13318	13	0	10
luzonicum_danfeng	luz15	2013-11-21	325	13325	13	0	0
luzonicum_danfeng	luz15	2013-11-28	332	13332	13	0	0
luzonicum_danfeng	luz15	2013-12-05	339	13339	13	0	0
luzonicum_danfeng	luz15	2013-12-12	346	13346	12	0	1
luzonicum_danfeng	luz15	2013-12-19	353	13353	12	0	0
luzonicum_danfeng	luz15	2013-12-26	360	13360	12	0	0
luzonicum_danfeng	luz15	2014-01-02	2	14002	11	0	1
luzonicum_danfeng	luz15	2014-01-09	9	14009	11	0	0
luzonicum_danfeng	luz15	2014-01-16	16	14016	11	0	0
luzonicum_danfeng	luz15	2014-01-23	23	14023	5	0	6
luzonicum_danfeng	luz15	2014-01-30	30	14030	5	0	0
luzonicum_danfeng	luz15	2014-02-06	37	14037	5	0	0
luzonicum_danfeng	luz15	2014-02-13	44	14044	5	0	0
luzonicum_danfeng	luz15	2014-02-20	51	14051	34	29	0
luzonicum_danfeng	luz15	2014-02-27	58	14058	34	0	0
luzonicum_danfeng	luz15	2014-03-06	65	14065	37	3	0
luzonicum_danfeng	luz15	2014-03-13	72	14072	37	0	0
luzonicum_danfeng	luz15	2014-03-20	79	14079	37	0	0
luzonicum_danfeng	luz15	2014-03-27	86	14086	41	4	0
luzonicum_danfeng	luz15	2014-04-03	93	14093	41	0	0
luzonicum_danfeng	luz15	2014-04-10	100	14100	41	0	0
luzonicum_danfeng	luz15	2014-04-17	107	14107	41	0	0
luzonicum_danfeng	luz15	2014-04-24	114	14114	41	0	0
luzonicum_danfeng	luz15	2014-05-01	121	14121	40	0	1
luzonicum_danfeng	luz15	2014-05-08	128	14128	40	0	0
luzonicum_danfeng	luz15	2014-05-15	135	14135	40	0	0
luzonicum_danfeng	luz15	2014-05-22	142	14142	40	0	0
luzonicum_danfeng	luz15	2014-05-29	149	14149	40	0	0
luzonicum_danfeng	luz15	2014-06-05	156	14156	40	0	0
luzonicum_danfeng	luz15	2014-06-12	163	14163	40	0	0
luzonicum_danfeng	luz15	2014-06-19	170	14170	41	1	0
luzonicum_danfeng	luz15	2014-06-26	177	14177	41	0	0
luzonicum_danfeng	luz15	2014-07-03	184	14184	43	2	0
luzonicum_danfeng	luz15	2014-07-10	191	14191	45	2	0
luzonicum_danfeng	luz15	2014-07-17	198	14198	45	0	0
luzonicum_danfeng	luz15	2014-07-24	205	14205	45	0	0
luzonicum_danfeng	luz15	2014-07-31	212	14212	45	0	0
luzonicum_danfeng	luz15	2014-08-07	219	14219	45	0	0
luzonicum_danfeng	luz15	2014-08-14	226	14226	40	0	5
luzonicum_danfeng	luz15	2014-08-21	233	14233	38	0	2
luzonicum_danfeng	luz15	2014-08-28	240	14240	38	0	0
luzonicum_danfeng	luz15	2014-09-04	247	14247	38	0	0
luzonicum_danfeng	luz15	2014-09-11	254	14254	36	0	2
luzonicum_danfeng	luz15	2014-09-18	261	14261	35	0	1
luzonicum_danfeng	luz15	2014-09-25	268	14268	35	0	0
luzonicum_danfeng	luz15	2014-10-02	275	14275	31	0	4
luzonicum_danfeng	luz15	2014-10-09	282	14282	31	0	0
luzonicum_danfeng	luz15	2014-10-16	289	14289	29	0	2
luzonicum_danfeng	luz15	2014-10-23	296	14296	29	0	0
luzonicum_danfeng	luz15	2014-10-30	303	14303	22	0	7
luzonicum_danfeng	luz15	2014-11-06	310	14310	22	0	0
luzonicum_danfeng	luz15	2014-11-13	317	14317	16	0	6
luzonicum_danfeng	luz15	2014-11-20	324	14324	16	0	0
luzonicum_danfeng	luz15	2014-11-27	331	14331	13	0	3
luzonicum_danfeng	luz15	2014-12-04	338	14338	13	0	0
luzonicum_danfeng	luz15	2014-12-11	345	14345	9	0	4
luzonicum_danfeng	luz15	2014-12-18	352	14352	9	0	0
luzonicum_danfeng	luz15	2014-12-25	359	14359	6	0	3
luzonicum_danfeng	luz15	2015-01-01	1	15001	5	0	1
luzonicum_danfeng	luz16	2013-10-03	276	13276	38	0	0
luzonicum_danfeng	luz16	2013-10-10	283	13283	38	0	0
luzonicum_danfeng	luz16	2013-10-17	290	13290	38	0	0
luzonicum_danfeng	luz16	2013-10-24	297	13297	38	0	0
luzonicum_danfeng	luz16	2013-10-31	304	13304	25	0	13
luzonicum_danfeng	luz16	2013-11-07	311	13311	25	0	0
luzonicum_danfeng	luz16	2013-11-14	318	13318	9	0	16
luzonicum_danfeng	luz16	2013-11-21	325	13325	9	0	0
luzonicum_danfeng	luz16	2013-11-28	332	13332	9	0	0
luzonicum_danfeng	luz16	2013-12-05	339	13339	9	0	0
luzonicum_danfeng	luz16	2013-12-12	346	13346	15	6	0
luzonicum_danfeng	luz16	2013-12-19	353	13353	15	0	0
luzonicum_danfeng	luz16	2013-12-26	360	13360	15	0	0
luzonicum_danfeng	luz16	2014-01-02	2	14002	17	2	0
luzonicum_danfeng	luz16	2014-01-09	9	14009	17	0	0
luzonicum_danfeng	luz16	2014-01-16	16	14016	17	0	0
luzonicum_danfeng	luz16	2014-01-23	23	14023	19	2	0
luzonicum_danfeng	luz16	2014-01-30	30	14030	19	0	0
luzonicum_danfeng	luz16	2014-02-06	37	14037	19	0	0
luzonicum_danfeng	luz16	2014-02-13	44	14044	19	0	0
luzonicum_danfeng	luz16	2014-02-20	51	14051	23	4	0
luzonicum_danfeng	luz16	2014-02-27	58	14058	23	0	0
luzonicum_danfeng	luz16	2014-03-06	65	14065	39	16	0
luzonicum_danfeng	luz16	2014-03-13	72	14072	39	0	0
luzonicum_danfeng	luz16	2014-03-20	79	14079	39	0	0
luzonicum_danfeng	luz16	2014-03-27	86	14086	42	3	0
luzonicum_danfeng	luz16	2014-04-03	93	14093	42	0	0
luzonicum_danfeng	luz16	2014-04-10	100	14100	50	8	0
luzonicum_danfeng	luz16	2014-04-17	107	14107	52	2	0
luzonicum_danfeng	luz16	2014-04-24	114	14114	52	0	0
luzonicum_danfeng	luz16	2014-05-01	121	14121	57	5	0
luzonicum_danfeng	luz16	2014-05-08	128	14128	57	0	0
luzonicum_danfeng	luz16	2014-05-15	135	14135	57	0	0
luzonicum_danfeng	luz16	2014-05-22	142	14142	56	0	1
luzonicum_danfeng	luz16	2014-05-29	149	14149	58	2	0
luzonicum_danfeng	luz16	2014-06-05	156	14156	58	0	0
luzonicum_danfeng	luz16	2014-06-12	163	14163	58	0	0
luzonicum_danfeng	luz16	2014-06-19	170	14170	62	4	0
luzonicum_danfeng	luz16	2014-06-26	177	14177	62	0	0
luzonicum_danfeng	luz16	2014-07-03	184	14184	68	6	0
luzonicum_danfeng	luz16	2014-07-10	191	14191	70	2	0
luzonicum_danfeng	luz16	2014-07-17	198	14198	70	0	0
luzonicum_danfeng	luz16	2014-07-24	205	14205	69	0	1
luzonicum_danfeng	luz16	2014-07-31	212	14212	69	0	0
luzonicum_danfeng	luz16	2014-08-07	219	14219	67	0	2
luzonicum_danfeng	luz16	2014-08-14	226	14226	67	0	0
luzonicum_danfeng	luz16	2014-08-21	233	14233	65	0	2
luzonicum_danfeng	luz16	2014-08-28	240	14240	64	0	1
luzonicum_danfeng	luz16	2014-09-04	247	14247	64	0	0
luzonicum_danfeng	luz16	2014-09-11	254	14254	63	0	1
luzonicum_danfeng	luz16	2014-09-18	261	14261	61	0	2
luzonicum_danfeng	luz16	2014-09-25	268	14268	61	0	0
luzonicum_danfeng	luz16	2014-10-02	275	14275	53	0	8
luzonicum_danfeng	luz16	2014-10-09	282	14282	51	0	2
luzonicum_danfeng	luz16	2014-10-16	289	14289	51	0	0
luzonicum_danfeng	luz16	2014-10-23	296	14296	39	0	12
luzonicum_danfeng	luz16	2014-10-30	303	14303	24	0	15
luzonicum_danfeng	luz16	2014-11-06	310	14310	24	0	0
luzonicum_danfeng	luz16	2014-11-13	317	14317	26	2	0
luzonicum_danfeng	luz16	2014-11-20	324	14324	26	0	0
luzonicum_danfeng	luz16	2014-11-27	331	14331	26	0	0
luzonicum_danfeng	luz16	2014-12-04	338	14338	26	0	0
luzonicum_danfeng	luz16	2014-12-11	345	14345	25	0	1
luzonicum_danfeng	luz16	2014-12-18	352	14352	25	0	0
luzonicum_danfeng	luz16	2014-12-25	359	14359	21	0	4
luzonicum_danfeng	luz16	2015-01-01	1	15001	21	0	0
luzonicum_danfeng	luz17	2013-10-03	276	13276	23	0	0
luzonicum_danfeng	luz17	2013-10-10	283	13283	23	0	0
luzonicum_danfeng	luz17	2013-10-17	290	13290	23	0	0
luzonicum_danfeng	luz17	2013-10-24	297	13297	23	0	0
luzonicum_danfeng	luz17	2013-10-31	304	13304	19	0	4
luzonicum_danfeng	luz17	2013-11-07	311	13311	19	0	0
luzonicum_danfeng	luz17	2013-11-14	318	13318	0	0	19
luzonicum_danfeng	luz17	2013-11-21	325	13325	0	0	0
luzonicum_danfeng	luz17	2013-11-28	332	13332	0	0	0
luzonicum_danfeng	luz17	2013-12-05	339	13339	0	0	0
luzonicum_danfeng	luz17	2013-12-12	346	13346	0	0	0
luzonicum_danfeng	luz17	2013-12-19	353	13353	0	0	0
luzonicum_danfeng	luz17	2013-12-26	360	13360	0	0	0
luzonicum_danfeng	luz17	2014-01-02	2	14002	0	0	0
luzonicum_danfeng	luz17	2014-01-09	9	14009	0	0	0
luzonicum_danfeng	luz17	2014-01-16	16	14016	0	0	0
luzonicum_danfeng	luz17	2014-01-23	23	14023	10	10	0
luzonicum_danfeng	luz17	2014-01-30	30	14030	10	0	0
luzonicum_danfeng	luz17	2014-02-06	37	14037	10	0	0
luzonicum_danfeng	luz17	2014-02-13	44	14044	10	0	0
luzonicum_danfeng	luz17	2014-02-20	51	14051	30	20	0
luzonicum_danfeng	luz17	2014-02-27	58	14058	30	0	0
luzonicum_danfeng	luz17	2014-03-06	65	14065	39	9	0
luzonicum_danfeng	luz17	2014-03-13	72	14072	39	0	0
luzonicum_danfeng	luz17	2014-03-20	79	14079	39	0	0
luzonicum_danfeng	luz17	2014-03-27	86	14086	43	4	0
luzonicum_danfeng	luz17	2014-04-03	93	14093	43	0	0
luzonicum_danfeng	luz17	2014-04-10	100	14100	44	1	0
luzonicum_danfeng	luz17	2014-04-17	107	14107	44	0	0
luzonicum_danfeng	luz17	2014-04-24	114	14114	44	0	0
luzonicum_danfeng	luz17	2014-05-01	121	14121	48	4	0
luzonicum_danfeng	luz17	2014-05-08	128	14128	48	0	0
luzonicum_danfeng	luz17	2014-05-15	135	14135	51	3	0
luzonicum_danfeng	luz17	2014-05-22	142	14142	53	2	0
luzonicum_danfeng	luz17	2014-05-29	149	14149	53	0	0
luzonicum_danfeng	luz17	2014-06-05	156	14156	57	4	0
luzonicum_danfeng	luz17	2014-06-12	163	14163	57	9	0
luzonicum_danfeng	luz17	2014-06-19	170	14170	56	0	1
luzonicum_danfeng	luz17	2014-06-26	177	14177	56	0	0
luzonicum_danfeng	luz17	2014-07-03	184	14184	56	0	0
luzonicum_danfeng	luz17	2014-07-10	191	14191	58	2	0
luzonicum_danfeng	luz17	2014-07-17	198	14198	58	0	0
luzonicum_danfeng	luz17	2014-07-24	205	14205	57	0	1
luzonicum_danfeng	luz17	2014-07-31	212	14212	57	0	0
luzonicum_danfeng	luz17	2014-08-07	219	14219	56	0	1
luzonicum_danfeng	luz17	2014-08-14	226	14226	52	0	4
luzonicum_danfeng	luz17	2014-08-21	233	14233	49	0	3
luzonicum_danfeng	luz17	2014-08-28	240	14240	49	0	0
luzonicum_danfeng	luz17	2014-09-04	247	14247	49	0	0
luzonicum_danfeng	luz17	2014-09-11	254	14254	47	0	2
luzonicum_danfeng	luz17	2014-09-18	261	14261	45	0	2
luzonicum_danfeng	luz17	2014-09-25	268	14268	45	0	0
luzonicum_danfeng	luz17	2014-10-02	275	14275	42	0	3
luzonicum_danfeng	luz17	2014-10-09	282	14282	41	0	1
luzonicum_danfeng	luz17	2014-10-16	289	14289	40	0	1
luzonicum_danfeng	luz17	2014-10-23	296	14296	34	0	6
luzonicum_danfeng	luz17	2014-10-30	303	14303	14	0	20
luzonicum_danfeng	luz17	2014-11-06	310	14310	14	0	0
luzonicum_danfeng	luz17	2014-11-13	317	14317	11	0	3
luzonicum_danfeng	luz17	2014-11-20	324	14324	11	0	0
luzonicum_danfeng	luz17	2014-11-27	331	14331	7	0	4
luzonicum_danfeng	luz17	2014-12-04	338	14338	7	0	0
luzonicum_danfeng	luz17	2014-12-11	345	14345	4	0	3
luzonicum_danfeng	luz17	2014-12-18	352	14352	4	0	0
luzonicum_danfeng	luz17	2014-12-25	359	14359	3	0	1
luzonicum_danfeng	luz17	2015-01-01	1	15001	2	0	1
luzonicum_danfeng	luz18	2013-10-03	276	13276	29	0	0
luzonicum_danfeng	luz18	2013-10-10	283	13283	29	0	0
luzonicum_danfeng	luz18	2013-10-17	290	13290	29	0	0
luzonicum_danfeng	luz18	2013-10-24	297	13297	29	0	0
luzonicum_danfeng	luz18	2013-10-31	304	13304	29	0	0
luzonicum_danfeng	luz18	2013-11-07	311	13311	29	0	0
luzonicum_danfeng	luz18	2013-11-14	318	13318	9	0	20
luzonicum_danfeng	luz18	2013-11-21	325	13325	9	0	0
luzonicum_danfeng	luz18	2013-11-28	332	13332	9	0	0
luzonicum_danfeng	luz18	2013-12-05	339	13339	9	0	0
luzonicum_danfeng	luz18	2013-12-12	346	13346	7	0	2
luzonicum_danfeng	luz18	2013-12-19	353	13353	7	0	0
luzonicum_danfeng	luz18	2013-12-26	360	13360	7	0	0
luzonicum_danfeng	luz18	2014-01-02	2	14002	0	0	7
luzonicum_danfeng	luz18	2014-01-09	9	14009	0	0	0
luzonicum_danfeng	luz18	2014-01-16	16	14016	0	0	0
luzonicum_danfeng	luz18	2014-01-23	23	14023	0	0	0
luzonicum_danfeng	luz18	2014-01-30	30	14030	0	0	0
luzonicum_danfeng	luz18	2014-02-06	37	14037	0	0	0
luzonicum_danfeng	luz18	2014-02-13	44	14044	0	0	0
luzonicum_danfeng	luz18	2014-02-20	51	14051	47	47	0
luzonicum_danfeng	luz18	2014-02-27	58	14058	47	0	0
luzonicum_danfeng	luz18	2014-03-06	65	14065	47	0	0
luzonicum_danfeng	luz18	2014-03-13	72	14072	47	0	0
luzonicum_danfeng	luz18	2014-03-20	79	14079	47	0	0
luzonicum_danfeng	luz18	2014-03-27	86	14086	47	0	0
luzonicum_danfeng	luz18	2014-04-03	93	14093	47	0	0
luzonicum_danfeng	luz18	2014-04-10	100	14100	47	0	0
luzonicum_danfeng	luz18	2014-04-17	107	14107	47	0	0
luzonicum_danfeng	luz18	2014-04-24	114	14114	47	0	0
luzonicum_danfeng	luz18	2014-05-01	121	14121	50	3	0
luzonicum_danfeng	luz18	2014-05-08	128	14128	50	0	0
luzonicum_danfeng	luz18	2014-05-15	135	14135	50	0	0
luzonicum_danfeng	luz18	2014-05-22	142	14142	54	4	0
luzonicum_danfeng	luz18	2014-05-29	149	14149	56	2	0
luzonicum_danfeng	luz18	2014-06-05	156	14156	55	0	1
luzonicum_danfeng	luz18	2014-06-12	163	14163	55	0	0
luzonicum_danfeng	luz18	2014-06-19	170	14170	60	5	0
luzonicum_danfeng	luz18	2014-06-26	177	14177	60	0	0
luzonicum_danfeng	luz18	2014-07-03	184	14184	61	1	0
luzonicum_danfeng	luz18	2014-07-10	191	14191	58	0	3
luzonicum_danfeng	luz18	2014-07-17	198	14198	58	0	0
luzonicum_danfeng	luz18	2014-07-24	205	14205	58	0	0
luzonicum_danfeng	luz18	2014-07-31	212	14212	58	0	0
luzonicum_danfeng	luz18	2014-08-07	219	14219	60	2	0
luzonicum_danfeng	luz18	2014-08-14	226	14226	61	1	0
luzonicum_danfeng	luz18	2014-08-21	233	14233	59	0	2
luzonicum_danfeng	luz18	2014-08-28	240	14240	58	0	1
luzonicum_danfeng	luz18	2014-09-04	247	14247	58	0	0
luzonicum_danfeng	luz18	2014-09-11	254	14254	48	0	10
luzonicum_danfeng	luz18	2014-09-18	261	14261	45	0	3
luzonicum_danfeng	luz18	2014-09-25	268	14268	45	0	0
luzonicum_danfeng	luz18	2014-10-02	275	14275	41	0	4
luzonicum_danfeng	luz18	2014-10-09	282	14282	39	0	2
luzonicum_danfeng	luz18	2014-10-16	289	14289	39	0	0
luzonicum_danfeng	luz18	2014-10-23	296	14296	34	0	5
luzonicum_danfeng	luz18	2014-10-30	303	14303	21	0	13
luzonicum_danfeng	luz18	2014-11-06	310	14310	21	0	0
luzonicum_danfeng	luz18	2014-11-13	317	14317	18	0	3
luzonicum_danfeng	luz18	2014-11-20	324	14324	18	0	0
luzonicum_danfeng	luz18	2014-11-27	331	14331	17	0	1
luzonicum_danfeng	luz18	2014-12-04	338	14338	17	0	0
luzonicum_danfeng	luz18	2014-12-11	345	14345	14	0	3
luzonicum_danfeng	luz18	2014-12-18	352	14352	14	0	0
luzonicum_danfeng	luz18	2014-12-25	359	14359	12	0	2
luzonicum_danfeng	luz18	2015-01-01	1	15001	12	0	0
luzonicum_danfeng	luz19	2014-01-02	2	14002	0	0	0
luzonicum_danfeng	luz19	2014-01-09	9	14009	0	0	0
luzonicum_danfeng	luz19	2014-01-16	16	14016	0	0	0
luzonicum_danfeng	luz19	2014-01-23	23	14023	0	0	0
luzonicum_danfeng	luz19	2014-01-30	30	14030	0	0	0
luzonicum_danfeng	luz19	2014-02-06	37	14037	0	0	0
luzonicum_danfeng	luz19	2014-02-13	44	14044	0	0	0
luzonicum_danfeng	luz19	2014-02-20	51	14051	0	0	0
luzonicum_danfeng	luz19	2014-02-27	58	14058	0	0	0
luzonicum_danfeng	luz19	2014-03-06	65	14065	68	68	0
luzonicum_danfeng	luz19	2014-03-13	72	14072	68	0	0
luzonicum_danfeng	luz19	2014-03-20	79	14079	70	2	0
luzonicum_danfeng	luz19	2014-03-27	86	14086	82	12	0
luzonicum_danfeng	luz19	2014-04-03	93	14093	82	0	0
luzonicum_danfeng	luz19	2014-04-10	100	14100	87	5	0
luzonicum_danfeng	luz19	2014-04-17	107	14107	91	4	0
luzonicum_danfeng	luz19	2014-04-24	114	14114	91	0	0
luzonicum_danfeng	luz19	2014-05-01	121	14121	92	1	0
luzonicum_danfeng	luz19	2014-05-08	128	14128	92	0	0
luzonicum_danfeng	luz19	2014-05-15	135	14135	94	2	0
luzonicum_danfeng	luz19	2014-05-22	142	14142	96	2	0
luzonicum_danfeng	luz19	2014-05-29	149	14149	101	5	0
luzonicum_danfeng	luz19	2014-06-05	156	14156	106	5	0
luzonicum_danfeng	luz19	2014-06-12	163	14163	106	0	0
luzonicum_danfeng	luz19	2014-06-19	170	14170	115	9	0
luzonicum_danfeng	luz19	2014-06-26	177	14177	115	0	0
luzonicum_danfeng	luz19	2014-07-03	184	14184	121	6	0
luzonicum_danfeng	luz19	2014-07-10	191	14191	109	0	12
luzonicum_danfeng	luz19	2014-07-17	198	14198	109	0	0
luzonicum_danfeng	luz19	2014-07-24	205	14205	98	0	11
luzonicum_danfeng	luz19	2014-07-31	212	14212	98	0	0
luzonicum_danfeng	luz19	2014-08-07	219	14219	87	0	11
luzonicum_danfeng	luz19	2014-08-14	226	14226	85	0	2
luzonicum_danfeng	luz19	2014-08-21	233	14233	81	0	4
luzonicum_danfeng	luz19	2014-08-28	240	14240	76	0	5
luzonicum_danfeng	luz19	2014-09-04	247	14247	76	0	0
luzonicum_danfeng	luz19	2014-09-11	254	14254	75	0	1
luzonicum_danfeng	luz19	2014-09-18	261	14261	71	0	4
luzonicum_danfeng	luz19	2014-09-25	268	14268	71	0	0
luzonicum_danfeng	luz19	2014-10-02	275	14275	61	0	10
luzonicum_danfeng	luz19	2014-10-09	282	14282	61	0	0
luzonicum_danfeng	luz19	2014-10-16	289	14289	60	0	1
luzonicum_danfeng	luz19	2014-10-23	296	14296	37	0	23
luzonicum_danfeng	luz19	2014-10-30	303	14303	14	0	23
luzonicum_danfeng	luz19	2014-11-06	310	14310	14	0	0
luzonicum_danfeng	luz19	2014-11-13	317	14317	6	0	8
luzonicum_danfeng	luz19	2014-11-20	324	14324	6	0	0
luzonicum_danfeng	luz19	2014-11-27	331	14331	4	0	2
luzonicum_danfeng	luz19	2014-12-04	338	14338	4	0	0
luzonicum_danfeng	luz19	2014-12-11	345	14345	0	0	4
luzonicum_danfeng	luz19	2014-12-18	352	14352	0	0	0
luzonicum_danfeng	luz19	2014-12-25	359	14359	0	0	0
luzonicum_danfeng	luz19	2015-01-01	1	15001	0	0	0
parvifolium	parv1	2013-05-02	122	13122	40	0	0
parvifolium	parv1	2013-06-02	153	13153	46	6	0
parvifolium	parv1	2013-07-07	188	13188	46	0	0
parvifolium	parv1	2013-08-09	221	13221	46	0	0
